artist,track_name,album_name,popularity,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Mystic State,Society (feat. Astrid),Society (feat. Astrid),23,2019-12-02,332571,0.000304,0.778,0.783,0.483,6,0.0777,-12.722,1,0.0721,139.97,4,0.881
Kaela,Spiral - Remix,Spiral (Remix),40,2021-03-19,215392,0.496,0.62,0.659,1.5e-05,11,0.15,-6.225,0,0.143,107.966,4,0.356
Night Tales,Friends,Friends,56,2018-11-30,274529,0.00484,0.862,0.517,0.103,8,0.0988,-7.625,0,0.0508,118.004,4,0.504
Phairo,Pelican,Pelican,0,2018-04-13,230217,0.0408,0.844,0.545,0.909,10,0.0602,-7.485,0,0.0531,117.036,4,0.313
Footshooter,Head Down,Libations & Movement,29,2020-05-08,246502,0.00576,0.786,0.842,1.15e-05,6,0.0589,-5.127,1,0.0942,128.023,4,0.661
Channel Tres,Topdown,Channel Tres,59,2018-07-27,230013,0.0259,0.828,0.54,0.179,1,0.145,-8.54,1,0.0933,120.048,4,0.485
Picard Brothers,Blessing In This House,Blessing In This House,39,2021-04-30,199789,0.0119,0.761,0.862,0.0052,5,0.0866,-5.942,0,0.267,121.201,4,0.629
A-Trak,My Own Way,My Own Way,51,2021-01-08,141000,0.104,0.702,0.843,0.014,0,0.0572,-6.292,1,0.0515,124.995,4,0.227
Culture Shock,Recombine,Sequel,40,2022-02-25,249655,0.0177,0.638,0.994,0.669,6,0.111,0.377,1,0.168,174.021,4,0.0368
ODESZA,Better Now (feat. MARO),Better Now (feat. MARO),52,2022-03-02,194110,0.326,0.444,0.796,2.08e-06,6,0.161,-5.826,0,0.111,88.72,4,0.354
53 Thieves,two days,two days,32,2022-03-04,195527,0.524,0.689,0.531,0.0114,1,0.148,-9.901,1,0.0531,89.998,4,0.487
Technicolour,Satisfy,Satisfy,32,2022-03-11,272177,0.000484,0.651,0.843,0.403,1,0.0575,-3.921,1,0.0723,174.021,4,0.124
Mansionair,Next High,Next High,0,2022-03-09,209323,0.0345,0.762,0.699,0.588,5,0.238,-6.784,0,0.0284,117.988,4,0.879
Noah Slee,HEALING,HEALING,5,2022-03-10,160059,0.448,0.565,0.462,1.59e-05,2,0.712,-9.634,1,0.24,88.573,4,0.219
Elijah Waters,Lose Control,Arranged Escape,38,2021-10-15,171013,0.237,0.816,0.389,0.00235,5,0.0947,-9.748,1,0.0684,139.17,4,0.64
YellowStraps,The Ballad,Yellockdown Project,33,2020-10-02,274099,0.0163,0.648,0.534,0.000594,9,0.0971,-6.303,1,0.381,179.722,4,0.699
Frivolous,Blue Canary,Release Paralysis,23,2020-06-15,354000,0.0351,0.785,0.577,0.734,3,0.336,-11.228,0,0.0459,123.744,4,0.82
Chronixx,Dela Move,Dela Move,39,2020-03-13,202694,0.248,0.607,0.558,1.48e-06,9,0.102,-9.372,0,0.371,139.335,4,0.37
1000 Beasts,For You & I,For You & I,23,2021-04-09,194666,0.316,0.651,0.4,0.000933,1,0.162,-11.987,1,0.14,90.038,4,0.572
Luxage,Dsnt Rlly Matter,Dsnt Rlly Matter,0,2020-05-27,229000,0.222,0.886,0.591,0.104,4,0.262,-7.881,0,0.134,119.994,4,0.314
Atili,Subterranean Exodus - Panda Dub remix,Horizons,41,2019-10-04,185383,0.556,0.754,0.356,0.000202,0,0.0979,-7.29,1,0.0845,140.032,4,0.0515
Pa Salieu,Glidin’ (feat. slowthai),Glidin’ (feat. slowthai),50,2021-06-03,197507,0.173,0.875,0.767,0.0,9,0.15,-4.109,1,0.302,110.076,4,0.941
Blimes and Gab,Un Deux Trois,Un Deux Trois,4,2019-10-31,194375,0.0886,0.688,0.885,0.0,1,0.415,-5.935,1,0.403,95.656,4,0.417
Atlantic Connection,Can't Destroy Love,Digital Landscape,37,2017-02-24,363782,0.00296,0.593,0.74,0.859,1,0.219,-6.765,1,0.0637,172.051,4,0.599
Skofi,WischWeg,WischWeg,32,2021-03-19,153000,0.707,0.779,0.467,0.000127,9,0.0799,-9.488,0,0.356,129.929,3,0.0766
Sad Night Dynamite,Krunk,Sad Night Dynamite,50,2021-02-26,187466,0.392,0.815,0.509,0.0442,1,0.299,-7.288,1,0.0419,94.023,4,0.578
MOTH,Los Feliz,Los Feliz,30,2021-01-08,199133,0.66,0.78,0.702,0.0,5,0.163,-5.887,0,0.317,80.735,4,0.647
Flume,Say Nothing,Say Nothing,38,2022-02-02,232959,0.097,0.478,0.824,5.07e-05,2,0.12,-2.011,0,0.064,130.051,4,0.284
2fox,We Are,We Are,1,2020-08-28,255500,0.0133,0.808,0.877,0.0611,4,0.0908,-7.216,0,0.0643,125.002,4,0.554
Hodini,Chronic Gangster Boogie,M$R003,0,2015-08-04,264406,0.000952,0.864,0.342,0.0554,1,0.704,-10.978,1,0.263,117.975,4,0.269
Document One,Back To Me,Back To Me,40,2022-02-04,226206,0.000434,0.748,0.867,0.296,1,0.192,-2.384,1,0.124,174.035,4,0.0649
Culture Shock,Panorama,Panorama,26,2022-02-11,253793,0.00417,0.49,0.928,0.936,1,0.0984,-3.609,1,0.0666,174.011,4,0.109
L'Impératrice,I Wanna Dance with Somebody (Who Loves Me) - InVersions 80s,I Wanna Dance with Somebody (Who Loves Me) - InVersions 80s,38,2021-05-25,206272,0.34,0.975,0.435,8.81e-05,6,0.221,-10.083,1,0.126,110.029,4,0.824
Bailey Wiley,Put D'Angelo On,Put D'Angelo On,36,2022-02-11,187438,0.652,0.786,0.49,6.96e-05,8,0.14,-8.393,0,0.0426,121.11,4,0.588
Ganzo,House Of Spirits,House Of Spirits,26,2020-08-07,99693,0.045,0.736,0.471,0.0719,3,0.201,-10.008,0,0.135,74.976,4,0.816
Daily Bread,Gone On A Purple Cloud,Purple Clouds,39,2020-07-24,259833,0.537,0.594,0.752,0.314,4,0.123,-9.032,0,0.158,145.949,4,0.345
Kreaem,What You Need,What You Need,1,2018-04-04,153070,0.786,0.771,0.593,0.00117,2,0.56,-9.573,0,0.0813,126.984,4,0.135
Wilczynski,Beach-Rehab,"Beats with Brothers, Vol. 4",3,2021-07-02,132000,0.142,0.762,0.3,3.64e-05,0,0.119,-14.732,1,0.188,81.028,4,0.429
JLZ,Delusion,Delusion,36,2021-07-09,390243,0.0334,0.71,0.535,0.607,10,0.107,-12.533,0,0.039,123.005,4,0.113
Filha Vee,Seifenblase,Seifenblase,31,2021-03-04,120000,0.706,0.552,0.557,0.205,8,0.174,-7.53,0,0.355,159.004,5,0.722
Pat Lagoon,Let Loose,Let Loose,0,2019-08-21,175962,0.153,0.764,0.618,5.64e-06,2,0.083,-9.843,1,0.0835,113.012,4,0.357
NiNE8,FVR105 - p-rallel Remix,FVR105 (p-rallel Remix),42,2021-03-30,193000,0.0386,0.818,0.62,1.35e-05,5,0.114,-9.753,0,0.363,120.058,4,0.895
Origami Beats,Love for You,"Stay Wavy, Vol. 8",26,2019-12-13,192548,0.355,0.797,0.512,0.736,6,0.0815,-7.32,1,0.0542,91.001,4,0.548
ELOQ,Love City,Love City,36,2019-06-07,294652,0.0743,0.878,0.669,0.00711,9,0.0624,-9.59,0,0.113,126.997,4,0.437
Catz 'n Dogz,It's Ok,Moments,34,2020-06-26,174586,0.252,0.758,0.507,0.217,8,0.177,-11.205,1,0.0383,110.033,4,0.81
Ed.1t,Breathe,Breathe,35,2018-05-01,214913,0.205,0.888,0.434,0.000292,8,0.127,-11.559,0,0.19,115.989,4,0.306
Kooze,うるさい,うるさい,29,2020-09-18,206608,0.44,0.816,0.669,0.0115,7,0.566,-7.244,0,0.0483,115.014,3,0.699
TENSHU,Stones Throw,Stones Throw,0,2020-07-24,312976,0.00264,0.944,0.615,0.385,6,0.0632,-5.983,1,0.243,126.052,4,0.666
Joe Hertz,I Don't Swear,Current Blues,1,2020-07-17,174960,0.511,0.757,0.567,0.00308,1,0.0901,-6.909,0,0.0732,95.008,4,0.473
Aaron Taylor,I Think I Love You Again,The Long Way Home,56,2018-08-24,220000,0.44,0.755,0.326,4.51e-06,8,0.113,-7.311,0,0.047,64.953,4,0.388
Noah Slee,Still - Mahogany Sessions,America / Still (Mahogany Sessions),3,2020-01-23,198000,0.636,0.631,0.239,0.0,7,0.124,-11.231,1,0.0991,125.46,4,0.428
Moglii,Little Light,Little Light,11,2021-10-08,232350,0.811,0.672,0.384,0.000112,7,0.111,-11.682,1,0.177,77.484,4,0.456
RKCB,Vice,Vice,45,2017-06-23,183302,0.0816,0.651,0.681,0.000363,4,0.246,-6.736,0,0.18,108.893,4,0.408
Bearcubs,Underwaterfall,Underwaterfall,51,2017-01-17,260064,0.403,0.826,0.243,0.703,5,0.108,-11.093,0,0.0535,127.001,3,0.0879
Fabich,Ecstasy,Ecstasy,1,2019-10-04,147250,0.233,0.69,0.792,0.0248,4,0.683,-7.078,0,0.0589,119.996,4,0.57
Misanthrop,Feel,Analog,4,2019-11-08,294127,0.000398,0.552,0.858,0.872,0,0.118,-3.247,1,0.0389,172.036,4,0.0743
VCTRE,Morning Light,Palindrome,32,2019-12-21,180480,0.00189,0.863,0.612,0.0135,10,0.127,-7.225,0,0.103,125.028,4,0.177
Jack Swoon,Somebody,Somebody,21,2021-02-05,175616,0.000607,0.741,0.675,0.000797,6,0.0765,-5.739,0,0.0384,124.036,4,0.856
Young T & Bugsey,Blessings (feat. Chronixx),Truth Be Told,25,2022-01-21,224093,0.313,0.526,0.811,0.0,4,0.325,-5.619,0,0.309,96.381,4,0.589
Glass Animals,Heat Waves - Slowed,Heat Waves (Expansion Pack),70,2021-03-21,262248,0.649,0.633,0.55,0.000363,9,0.147,-9.965,1,0.0924,147.099,4,0.333
Jamezy,Mind Control,Mind Control EP,0,2021-06-25,247000,0.035,0.62,0.864,0.702,10,0.144,-6.668,0,0.0669,175.046,4,0.479
Dub Phizix,The Clock Ticks - Original Mix,Critical Music Presents: Underground Sonics,31,2014-01-27,345314,0.0101,0.745,0.451,0.949,1,0.196,-3.818,1,0.24,170.009,4,0.359
Damian Lazarus & The Ancient Moons,Sacred Dance Of The Demon - Gorgon City Remix,Remixes From The Other Side,32,2016-05-13,440975,0.00721,0.74,0.796,0.0813,4,0.0552,-8.058,0,0.0548,123.002,4,0.456
A D H S,Clingy,Clingy,0,2020-07-10,259828,0.202,0.799,0.491,0.00447,9,0.106,-9.103,0,0.0438,97.023,4,0.297
Robosonic,To The Hoods,To The Hoods,20,2021-05-14,175312,0.148,0.876,0.699,0.00437,6,0.272,-9.578,1,0.147,122.984,4,0.706
Benny Page,Turn Down the Lights,Turn Down the Lights,39,2014-03-31,348670,0.000968,0.632,0.973,0.299,9,0.497,-4.697,0,0.0841,174.934,4,0.379
Degs,Levitate Your Mind,Letters From Ndegwa,44,2020-03-27,251210,0.0135,0.623,0.909,0.00405,10,0.0829,-3.847,0,0.0839,171.981,4,0.668
Beenie Man,King Of The Dancehall,Back To Basics,52,2004-01-01,217106,0.34,0.81,0.829,0.0,5,0.0539,-5.646,0,0.108,104.695,4,0.851
Noah Slee,RISE,RISE,34,2022-01-20,214698,0.713,0.475,0.362,0.114,10,0.148,-11.304,0,0.108,123.53,4,0.351
Shermanology,Bon Bini,Bon Bini EP,35,2020-09-11,361023,0.00256,0.775,0.877,0.25,9,0.0738,-9.12,1,0.103,127.028,4,0.401
Chancha Via Circuito,Ilaló (Baiuca Remix),Bienaventuranza (Remixes),1,2019-05-17,291181,0.024,0.663,0.737,0.52,11,0.349,-8.473,0,0.0377,94.972,4,0.185
Kobe JT,Doing It Major,Doing It Major,0,2021-01-29,213603,0.0145,0.833,0.702,4.2e-06,7,0.0751,-9.498,1,0.323,134.991,4,0.64
Hans Glader,Ghetto Strut,Ghetto Strut,34,2020-06-18,329958,0.0166,0.882,0.626,0.649,4,0.0857,-9.69,0,0.307,131.981,4,0.541
Krafty Kuts,The Remedy,The Best of Westwood Recordings 2021,2,2021-12-16,177818,0.14,0.578,0.783,5.03e-05,7,0.117,-3.665,0,0.14,108.766,4,0.248
ZHU,Mannequins & Egos,DREAMLAND (DELUXE),32,2021-12-31,213853,0.103,0.853,0.663,0.00274,4,0.0891,-3.659,0,0.0783,132.008,4,0.816
edapollo,Blue Skies - Feverkin Remix,Blue Skies (Feverkin Remix),14,2022-01-06,221340,0.0823,0.444,0.58,0.416,2,0.208,-8.551,1,0.0861,95.485,4,0.199
Dubamix,Bella Ciao,Bella Ciao,17,2021-12-31,293200,0.00294,0.681,0.789,0.00333,5,0.1,-7.837,0,0.0358,144.989,4,0.919
Alewya,Sweating - Breakage Remix,Sweating (Breakage Remix),30,2020-07-24,202244,0.00239,0.739,0.817,0.139,4,0.0731,-4.819,0,0.152,172.061,4,0.0914
Capleton,In the Game,In the Game,44,2019-12-27,196935,0.246,0.779,0.54,0.0,1,0.269,-5.637,0,0.126,101.577,4,0.427
Men I Trust,Dazed (feat. Gabrielle & Geoffroy),Men I Trust,46,2014-05-28,232000,0.121,0.837,0.331,0.0601,6,0.126,-11.14,0,0.0731,120.009,4,0.85
Skinnyblackboy,Lasertech,Vol. 1,30,2021-12-10,204000,0.435,0.795,0.741,0.00523,5,0.106,-9.628,0,0.148,140.014,4,0.155
MATVEÏ,VOCES,VOCES,33,2020-09-16,202041,0.343,0.888,0.563,0.000152,7,0.224,-7.72,0,0.344,125.005,4,0.407
Çantamarta,Lluvia,Lluvia (Man120),37,2020-09-04,231724,0.0996,0.735,0.786,0.0466,4,0.109,-7.354,0,0.0598,174.046,4,0.47
Senbeï,Hold me Back,Hold me Back,24,2021-12-10,211874,0.0939,0.556,0.425,0.0136,10,0.0988,-9.658,0,0.0862,79.68,4,0.232
Omeria,Doubt,Doubt,17,2021-12-09,390243,0.0181,0.84,0.592,0.166,11,0.107,-6.346,0,0.109,122.991,4,0.26
Angèle,Pensées positives,Nonante-Cinq,45,2021-12-02,211052,0.51,0.649,0.67,0.0,6,0.0714,-8.058,0,0.0492,160.083,4,0.514
Disclosure,Never Enough - Dylan C. Greene Remix,Never Enough (Dylan C. Greene Remix),38,2021-12-10,283353,0.189,0.833,0.955,0.652,3,0.0893,-6.685,0,0.0963,128.018,4,0.593
Spike,Scandal,Ramanem prieteni,34,2010-04-26,197120,0.389,0.478,0.855,0.0,10,0.232,-2.768,0,0.399,161.554,4,0.924
Spike,Tu,Ramanem prieteni,37,2010-04-26,209653,0.242,0.844,0.573,0.0,1,0.129,-4.363,0,0.381,162.689,3,0.844
Friend Within,Ghetto Rock,Hope,34,2021-03-12,182950,0.113,0.798,0.952,0.000201,2,0.1,-4.734,0,0.0811,122.006,4,0.88
The Geek x Vrv,It's Because,BEATS OF,0,2018-10-05,202000,0.296,0.405,0.784,0.0138,11,0.686,-5.336,0,0.323,173.924,3,0.466
rusowsky,Dolores,Dolores,54,2020-07-10,218360,0.761,0.757,0.466,0.409,11,0.103,-11.232,0,0.109,122.053,4,0.717
F-POS,Classic,Classic,0,2021-02-17,194528,0.0973,0.733,0.839,0.0,7,0.348,-4.079,0,0.0446,131.959,4,0.968
Gamuel Sori,Money's Gone,Money's Gone,33,2020-04-17,190435,0.0368,0.798,0.853,0.215,5,0.288,-5.598,0,0.0531,124.005,4,0.395
Prok & Fitch,Indiance,Indiance,30,2020-07-24,384374,0.00148,0.803,0.948,0.87,10,0.0796,-6.266,0,0.0538,128.006,4,0.369
Dam Swindle,Coffee in the Morning - Radio Edit,Coffee in the Morning EP,28,2020-06-05,225471,0.0144,0.724,0.596,0.198,5,0.096,-9.898,0,0.0613,125.992,4,0.366
Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",77,2021-06-09,164895,0.241,0.783,0.524,0.0,5,0.271,-6.455,0,0.0554,117.496,4,0.839
Bizarrap,"Anuel AA: Bzrp Music Sessions, Vol. 46","Anuel AA: Bzrp Music Sessions, Vol. 46",64,2021-11-03,201507,0.347,0.405,0.837,0.0,8,0.0901,-4.188,0,0.294,74.966,1,0.655
Khruangbin,Pelota (Cut a Rug Mix),Mordechai Remixes,48,2021-08-06,301995,0.0188,0.849,0.648,0.715,11,0.0801,-8.572,0,0.0941,111.968,4,0.424
Apashe,Distance - Volac Remix,Distance (Volac Remix),58,2021-01-08,215390,0.0398,0.819,0.824,0.263,0,0.255,-5.434,1,0.0565,126.007,4,0.463
Sam Binga,How It Goes,How It Goes,29,2021-06-25,175150,0.0231,0.8,0.852,0.0161,8,0.315,-4.289,0,0.112,132.951,4,0.723
Snakehips,Run It Up,Run It Up,50,2021-06-11,178218,0.00621,0.838,0.793,0.0,2,0.0962,-5.176,1,0.145,120.062,4,0.527
Kaya Project,One Hundred Lights - Grouch Remix,Firedance,0,2014-05-27,336923,0.346,0.671,0.695,0.924,10,0.103,-7.056,0,0.0468,100.005,4,0.236
Conducta,Vitamin C,Ripe 'n' Ready (A Kiwi Rekords Sampler),43,2019-02-27,276000,0.145,0.961,0.714,0.857,5,0.1,-7.614,0,0.0789,134.018,4,0.562
Pinty,Moonlit Duty,Midnight Moods,32,2020-04-24,153290,0.315,0.65,0.79,0.0413,4,0.687,-7.383,0,0.173,61.028,4,0.372
Disclosure,Tondo,ENERGY (Deluxe),59,2020-08-28,329280,0.0126,0.675,0.92,0.117,0,0.329,-7.153,0,0.0539,132.001,4,0.842
ZHU,One Minute to Midnight,GENERATIONWHY,39,2016-07-29,255800,0.298,0.839,0.545,0.00291,3,0.165,-7.215,0,0.0441,119.98,4,0.307
ZHU,Palm of My Hand,GENERATIONWHY,42,2016-07-29,373395,0.527,0.58,0.608,0.474,0,0.492,-8.049,0,0.0414,115.992,4,0.0592
ZHU,Secret Weapon,GENERATIONWHY,38,2016-07-29,243293,0.0348,0.814,0.649,0.00192,11,0.029,-7.939,0,0.0428,123.997,4,0.432
ZHU,In the Morning,GENERATIONWHY,56,2016-07-29,246495,0.0232,0.709,0.757,0.335,1,0.0791,-6.064,1,0.0356,123.006,4,0.166
ZHU,Cold Blooded,GENERATIONWHY,45,2016-07-29,258333,0.271,0.849,0.688,0.308,6,0.286,-5.956,1,0.0686,124.992,4,0.555
GUNS,London,London,35,2021-11-26,164558,0.498,0.814,0.394,0.786,1,0.0736,-8.959,1,0.297,135.997,4,0.182
Benji Wild,6's,Skull & Bones,0,2021-12-03,160937,0.425,0.584,0.633,0.0216,5,0.109,-8.845,0,0.167,123.588,4,0.434
Turbulence,Burnin' Blaze - Edit,Burnin' Blaze,3,2021-12-03,228958,0.548,0.71,0.77,0.0,9,0.327,-6.649,0,0.149,140.673,4,0.598
Gaudi,Cry Dubber,Cry Dubber,12,2021-12-03,246000,0.00694,0.839,0.588,0.805,1,0.0967,-10.152,0,0.227,80.012,4,0.857
General Levy,Gal U2 Rude - okayshades Remix,Gal U2 Rude (okayshades Remix),0,2021-12-03,291789,0.325,0.521,0.747,0.000254,6,0.317,-10.524,0,0.0665,106.99,4,0.647
Manudigital,C'est quoi ton problème ?,C'est quoi ton problème ?,6,2021-12-03,203786,0.318,0.813,0.486,0.00175,11,0.147,-9.349,0,0.044,112.985,4,0.75
Subcarpaţi,Colind - Vinyl Edition,Folcloru-i oxigen pentru un popor astmatic (Vinyl Edition),15,2021-12-01,485350,0.281,0.653,0.421,0.00332,8,0.0604,-14.004,1,0.058,134.052,4,0.114
Camo & Krooked,U,U,0,2021-12-03,309942,0.0142,0.43,0.913,0.926,7,0.176,-2.679,0,0.0527,109.743,4,0.0385
K9,Powah,Garage Shared: Class of 2021,0,2021-12-10,249545,0.0033,0.87,0.525,0.832,11,0.0978,-7.265,0,0.0624,132.014,4,0.427
Bizarrap,"Morad: Bzrp Music Sessions, Vol. 47","Morad: Bzrp Music Sessions, Vol. 47",69,2021-12-08,177583,0.468,0.77,0.859,0.00339,0,0.103,-4.526,0,0.0429,122.042,4,0.548
bbno$,edamame (feat. Rich Brian) - Diplo Remix,edamame (feat. Rich Brian) [Diplo Remix],54,2021-12-15,175309,0.0114,0.831,0.747,0.0642,0,0.124,-5.334,1,0.0606,121.989,4,0.7
Alborosie,Así,Así,19,2021-12-17,231633,0.433,0.487,0.687,0.0,9,0.0562,-5.225,1,0.117,73.245,4,0.722
edapollo,Wildflower - Marley Carroll Remix,Wildflower (Marley Carroll Remix),16,2021-12-16,228660,0.0178,0.717,0.712,0.85,4,0.0876,-6.485,0,0.0414,135.014,4,0.652
Poldoore,Umami,Umami,16,2021-11-26,338666,0.287,0.6,0.456,0.906,1,0.0892,-9.01,1,0.0244,89.992,4,0.308
Proleter,Chasing the Clouds,Chasing the Clouds,20,2021-11-26,296026,0.442,0.52,0.714,0.0,9,0.122,-6.829,0,0.215,76.723,4,0.576
Fox Stevenson,Good Time,Good Time,0,2021-11-26,203534,0.0018,0.486,0.943,0.000245,1,0.137,-0.821,1,0.139,174.034,4,0.579
ZHU,Zhudio54,DREAMLAND 2021,0,2021-04-30,228586,0.00347,0.907,0.455,0.0642,9,0.351,-6.032,1,0.0759,121.963,3,0.146
ZHU,ONLY,DREAMLAND 2021,0,2021-04-30,230850,0.262,0.816,0.503,0.00114,10,0.114,-8.338,0,0.0609,120.019,4,0.128
ZHU,Yours,DREAMLAND 2021,0,2021-04-30,257734,0.293,0.682,0.705,0.588,4,0.078,-5.963,0,0.0478,122.946,4,0.091
ZHU,Zhudio54 - J. Worra Remix,Zhudio54 (Remixes),34,2021-12-10,312083,0.000578,0.809,0.707,0.574,2,0.0845,-8.795,1,0.0461,123.981,4,0.553
Dom Dolla,Strangers (with Mansionair),Strangers (with Mansionair),51,2021-11-18,217390,0.0296,0.633,0.891,0.778,8,0.116,-6.463,0,0.0311,126.022,4,0.427
Galdive,Poetry (feat. love-sadKiD),Canvas,29,2021-11-19,204937,0.429,0.709,0.444,0.000239,0,0.137,-6.953,1,0.144,80.054,4,0.538
John Summit,Human (feat. Echoes),Human (feat. Echoes),63,2021-11-24,219047,0.00162,0.544,0.856,0.818,5,0.0763,-6.84,0,0.0314,125.992,4,0.233
Birdy,Deep End - Hybrid Minds Remix,Deep End (Hybrid Minds Remix),50,2021-12-03,212093,0.106,0.313,0.8,3.33e-05,11,0.0973,-2.105,0,0.0463,87.997,4,0.132
Paul Oakenfold,I'm Into It,I’m Into It,25,2021-12-03,199000,0.421,0.51,0.545,0.209,4,0.0742,-8.591,0,0.0679,125.01,4,0.147
Mansionair,Technicolour,Technicolour,0,2018-06-28,200199,0.462,0.614,0.623,0.00861,2,0.0656,-7.279,0,0.0476,160.023,4,0.541
anbuu,Vagrant,Vagrant,14,2021-11-17,176000,0.351,0.483,0.546,0.757,8,0.113,-9.649,1,0.066,84.854,4,0.0392
Pete & Bas,Window Frame Cypher,Window Frame Cypher,39,2020-01-01,153600,0.141,0.782,0.599,0.0,1,0.125,-7.246,0,0.344,149.999,4,0.436
ZHU,How Does It Feel,DREAMLAND 2021,0,2021-04-30,186886,0.0997,0.885,0.615,0.00373,11,0.0806,-5.774,0,0.177,124.067,4,0.433
The Widdler,Roots Dub,Roots - EP,35,2015-12-21,260571,0.035,0.865,0.624,0.69,9,0.347,-8.511,0,0.23,139.988,4,0.679
Gerry Read,It'll All Be Over - DJ Koze Remix,It'll All Be Over,30,2019-05-10,300974,0.000125,0.708,0.81,0.646,0,0.124,-7.682,1,0.0332,123.032,4,0.436
Marika Hackman,All Night,Covers,28,2020-11-13,212733,0.666,0.65,0.363,0.000203,11,0.0969,-10.408,0,0.066,60.028,4,0.237
George Kwali,Feel the Heat,Feel the Heat,30,2019-10-11,187250,0.00162,0.888,0.802,0.937,11,0.0526,-7.094,0,0.0779,125.03,4,0.326
Hollie Cook,Milk & Honey,Hollie Cook,55,2011,219866,0.244,0.752,0.682,0.00173,2,0.0842,-7.425,1,0.178,77.966,4,0.778
Em Glasser,All I Want,All I Want,36,2021-09-23,174000,0.632,0.71,0.495,0.206,9,0.113,-8.568,0,0.0486,119.977,4,0.759
Buju Banton,Hills And Valleys,Inna Heights,55,1997,273040,0.477,0.687,0.544,0.0,3,0.0937,-8.642,1,0.162,72.082,4,0.742
General Levy,Jah Jah Bless,Jah Jah Bless,39,2010,212125,0.349,0.751,0.472,0.0,9,0.0807,-10.645,0,0.463,72.087,4,0.851
Bizarrap,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Snow Tha Product: Bzrp Music Sessions, Vol. 39",13,2021-04-28,177442,0.354,0.83,0.748,0.0,1,0.0992,-5.362,1,0.162,133.028,4,0.523
Joe Dukie,Midnight Marauders,Earwork.02,35,2003-05-01,433520,0.663,0.786,0.418,0.00694,5,0.107,-6.885,0,0.0763,160.6,4,0.706
The Movement,Alien,Alien,33,2020-04-03,247690,0.0978,0.658,0.663,0.00323,7,0.157,-7.594,1,0.223,173.987,4,0.635
Kollektiv Turmstrasse,Sorry I Am Late - Summer 2016 Version,Sorry I Am Late (Summer 2016 Version),49,2016-09-16,224231,0.0727,0.898,0.431,0.647,6,0.122,-12.596,1,0.0575,122.043,4,0.405
Maverick Sabre,Come Fly Away - KANT Remix,Come Fly Away (Remixes),50,2015-12-04,391507,0.107,0.939,0.541,0.00329,1,0.0565,-11.191,1,0.0668,118.021,4,0.471
Logistics,Brand New Beginning,Headspace,21,2020-02-28,252953,0.0708,0.769,0.594,2.1e-06,0,0.0464,-4.692,1,0.135,86.984,4,0.272
Jordan Max,Let Me Do My Thing,Taste Your Words,33,2020-02-07,323173,0.352,0.731,0.585,0.0,0,0.0782,-7.231,0,0.0804,78.007,4,0.638
Skip Marley,Higher Place,Higher Place,55,2020-08-28,203077,0.719,0.592,0.53,0.0,0,0.163,-7.619,1,0.126,124.832,4,0.325
Home Brew,Wednesday,Last Week,35,2010-10-06,223946,0.189,0.773,0.884,0.0,2,0.342,-4.481,1,0.184,99.987,4,0.73
Tiggs Da Author,Zulu Gang,Blame It On The Youts,0,2021-03-12,166053,0.0819,0.794,0.689,0.000422,2,0.38,-6.753,1,0.0543,141.969,4,0.626
Polo & Pan,Tunnel,Cyclorama,0,2021-06-25,310573,0.119,0.73,0.505,0.711,2,0.148,-9.248,1,0.0606,119.995,4,0.38
Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45","Ptazeta: Bzrp Music Sessions, Vol. 45",67,2021-10-06,161485,0.0424,0.829,0.81,0.0,2,0.0748,-4.801,1,0.144,114.044,4,0.707
LEISURE,Mesmerised,Mesmerised,0,2021-07-23,252973,0.903,0.686,0.325,0.614,7,0.421,-6.588,1,0.037,79.994,4,0.524
Daily J,Left Me Like Summer,Venus Ate Mars,58,2020-11-20,285003,0.129,0.624,0.687,1.96e-06,0,0.176,-6.398,1,0.0314,118.277,4,0.327
Portugal. The Man,Steal My Sunshine (feat. Cherry Glazerr),Steal My Sunshine / Novocaine For The Soul,40,2021-09-24,240002,0.0584,0.562,0.846,0.000313,4,0.187,-5.552,1,0.0346,95.015,4,0.454
alt-J,U&ME,U&ME,44,2021-09-22,198840,0.133,0.587,0.722,0.00322,7,0.133,-8.332,1,0.0574,81.973,4,0.294
jung jaeil,The Rope is Tied,Squid Game (Original Soundtrack from The Netflix Series),28,2021-09-17,198006,0.0551,0.585,0.702,0.825,8,0.111,-12.8,0,0.0396,122.965,4,0.243
jung jaeil,Round I,Squid Game (Original Soundtrack from The Netflix Series),29,2021-09-17,79427,0.638,0.223,0.138,0.7,9,0.103,-11.025,1,0.0439,84.371,3,0.0384
jung jaeil,Way Back then,Squid Game (Original Soundtrack from The Netflix Series),40,2021-09-17,151193,0.245,0.801,0.56,0.827,9,0.0679,-8.194,1,0.07,97.994,4,0.617
jung jaeil,"Wife, Husband and 4.56 Billion",Squid Game (Original Soundtrack from The Netflix Series),23,2021-09-17,266230,0.827,0.233,0.186,0.951,5,0.0916,-15.435,0,0.0356,164.275,4,0.0367
